business_id,explain_1,explain_2,explain_3,explain_4,explain_5
aqubLw9IW03svL_uDXNJ8A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aqyDUSUJUg0gKf-R1aGzLw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
asCtJ8rvzle36-vdNZb0kg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
asbWAc2-Tu6hUf3f21-e4A,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
at4PB3mejHy6cX_xNLhMYQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
av9TaTSDj96rDEeL5G8N8g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
avbMNfxpo6A1A5ldMAJR2w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
awP8K5-rmX6lfPy3CDCvsg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,
awVOmVnJj19k6fumwfih2w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
awmy82IdpCC8xK56tO4IEw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
axLfdXz-hV7_ev2Ne3s9mw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
ayqh0cxxuLrnY55oZr0kkA,Many people come back repeatedly (17% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Not the highest rated, but consistently chosen by regulars","Popular year-round, not just seasonal"
ayrKCuN81UEUduBhZJycXQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
ayw971qfS9gR4jaO7c69sQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,
azp2wLevlaVODNk26MDfEA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★)
b-4xNydyGmdv2bGFOHTgdw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
b-XcM-IyX0mNDlGC41jrPQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),,
b-lV7adri9ESsDIAGcP0Dg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.9★),,
b01W9cJtcB0dtXqnNtsstA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
b0PRhOHyCi4AjQAMfWnjjQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),,
b0zp6rgcv7ZcjToRoVhcmQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
b19zKm5WRczDGna1bV_Ghw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
b22gesyVeOOJdsbx5SxK-A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (5.0★),,
b2WN3yA79dMvCUMywM3I_A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
b2ZSuQ_7aiH5IycxtY3xZQ,Many people come back repeatedly (11% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",
b36EeutJRvowZMr9TpQm0w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
b3Tl3r8P4xWX0mAyESO1WQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
b4GPlPrcZLZY-TDvr8u3Ug,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
b4YPBSnqU5_L6TUz147Dow,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
b5hxsRw76UUXcotxlCipuQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
b5ky9SyX0xm6bNs7r_bQ-w,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
b5vN05m7zf7cQeIgdw9L2g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
b66R96v0N-Mmu0jb4cVhiQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
b6kCTSH1kHtfcHxUTm2odA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
b7ao5G03_c_8YAueJW7pXA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
b7ih13lmlwnut_4xpk-x6Q,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
b8fXwzOwJlqFILC4txb8WA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),
b8jbsZHfrGZCVPjI9KXV_g,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
b92a3Va0I403KTaZelSdHg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.7★),,
bACIZGdHRFfNtrufH0wMbQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★)
bAyG_TXi3CNYDt_FoaetoA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,,
bBMH0iGXMYVdnT9cf6_hgQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
bBPrDU0lA1vgiQOlDhzuWw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
bCEZL0FqWYvO6VubTieN0Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
bDFk_io_k-6To1ul3h3tuA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
bDNBsMltPLACTkYFIBB0Mg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
bDT5o-Syv0DNNCTigJDvYA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
bDgmtVzsDOE0hhX0q8YAKQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
bF30LqHuXYtR8ibaRbq2kw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
bFEqY3r6D049AudUmBAoOw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
bFQ4ikRVhPDHUyi6n5jLag,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
bGBK1r0I46Oc8eU8fNc0bg,Many people come back repeatedly (12% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage)
bGyPEu279nRJmPySkBRMsg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),
bHj1XBczyH84HpDOnj3gWA,Many people come back repeatedly (20% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
bJodYUhoZb-ewnzZS-d3Bw,Many people come back repeatedly (14% return rate),Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,
bK5gt7LHnDjCfZnAGuK0ig,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★),,
